Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Dadpur,,Project Details / Work Done / Welfare Scheme : Deepening of village Dadpur Siring canal of Panchayat Dadpur.,,"4,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Belahi,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Jagdish Rajak's house in Panchayat Belahi village Partapur to Gajadhar Prasad's house via Bajrang Bali temple.,,"4,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jagdishpur,,Project Details / Work Done / Welfare Scheme : Deepening of Doman Ahar in village Pipra of Panchayat Jagdishpur.,,"4,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Rampur,,Project Details / Work Done / Welfare Scheme : Water supply installation near Rajdeep Saav's house in Vrinda of Panchayat Rampur.,,65933,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Rampur,,Project Details / Work Done / Welfare Scheme : Water supply installation near the house of Dwarika Prasad Gupta in Petula of Panchayat Rampur.,,65933,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Bachhahi,,Project Details / Work Done / Welfare Scheme : Water supply installation near Niranjan Saav's house in Panchayat Bachchai village Dumri.,,65933,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Belahi,,Project Details / Work Done / Welfare Scheme : Construction of deep boring near Arjun Prasad's house in village Partapur.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Govindpur,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from the main road in village Govindpur from Tulsi Ram's house to Baiju Ram's house.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jagdishpur,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near Mohan Thakur's house in village Jagdishpur.,,48500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : Saraiya,,Project Details / Work Done / Welfare Scheme : Construction of shed and platform near Shiva temple near Shankar Yadav's house in village Kewala.,,"1,98,800",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : बिहारी,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Peman Mahato's chicken farm to Dawki Bhuiyan's house in village Sonpura.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : Saraiya,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Bhim Rana's house to Jagdish Bhuiyan's house in village Garukuraha.,,"1,98,800",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 05 Repair of Anganwadi centers,,512659,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Dulmaha,,Project Details / Work Done / Welfare Scheme : Construction of deep boring near the land of Asha Devi in ​​Goswami Taila in village Dulmaha.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Kedarut,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near the house of Jugal Singh's father Lokan Singh in village Khairoin.,,70000,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Kedarut,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near the house of Varun Sav's father Fagu Sav in village Khairaun.,,70000,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Gauria,,"Project Details / Work Done / Welfare Scheme : Chapanal installation near Bajrang Bali temple in village Gauria Tola Nishatpur, Chapanal installation near Kuleshwar Saav's house in Dhobia Tand and Chapanal installation near Ashish Paswan's house in Gauria.",,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jagdishpur,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near Shankar Thakur's house in village Jagdishpur.,,48500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jagdishpur,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near the house of Bajo Singh in village Jagdishpur.,,48500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Selharakala,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near Satsang Bhawan in village Pathra.,,50000,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Selharakala,,Project Details / Work Done / Welfare Scheme : Construction of water pipe near the crematorium in village Pathra.,,50000,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Debo,,Project Details / Work Done / Welfare Scheme : Construction of shed in the cremation ground in village Chak.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Barhi,,Project Details / Work Done / Welfare Scheme : Installation of solar high mast light in Barhi Chowk of Barhi block.,,"3,75,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Singhrawan,,Project Details / Work Done / Welfare Scheme : Construction of chapanal near the house of Nikesh Prasad Rukhaiyar in village Tithi.,,70000,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Belahi,,Project Details / Work Done / Welfare Scheme : Construction of stairs in the pond near Shiv temple in village Barwadih.,,"2,00,000",,Recommended Year / Year of Completion : 2020,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Rampur,,Project Details / Work Done / Welfare Scheme : Deepening of Surahi canal in Panchayat Rampur village Rampur instead of renovation of Surahi canal in Surahi Tola in village Rampur.,,"4,00,000",,Recommended Year / Year of Completion : 2020,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Padaria,,Project Details / Work Done / Welfare Scheme : Construction of drain from Somar Yadav's house to Peepal tree in Padaria of Panchayat Padaria.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Barhi,,"Project Details / Work Done / Welfare Scheme : Electricity supply work for operation of oxygen plot in Sub-Divisional Hospital, Barhi located in Barhi block under Hazaribagh district.",,"4,70,912",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jhapa,,Project Details / Work Done / Welfare Scheme : Construction of Pebhar Block on the public Chaupal in front of Dilchand Sao's house in Tola Khilahi (Mauza Bedhna) of Panchayat Jhapa village Bisanpur.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Karma,,"Project Details / Work Done / Welfare Scheme : In place of construction of a cultural building in Panchayat Chauparan village Jokat, construction of a cultural building in the premises of Jannayak Karpuri Bhavan in Panchayat Karma village Jokat of Chauparan block.",,"10,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Upgradation work of primary health center of Padma block.,,3783750,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub Center, Garwa of Barhi Block.",,3111750,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub-Centre, Tithi of Chowparan Block.",,2126450,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Dapok,,Project Details / Work Done / Welfare Scheme : Deepening of Dundi pond in village Dapok.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Tajpur,,Project Details / Work Done / Welfare Scheme : Deepening of Simaria Canal in village Tajpur.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of health sub-centre, Saraiya of Padma block.",,1625970,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : Bihari,,Project Details / Work Done / Welfare Scheme : Construction of stairs in Madapa river in village Bihari.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub-centre, Panchmadhav of Barhi block.",,1536550,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of health sub-centre, Pandeywara of Chauparan block.",,1750300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Singhrawan,,Project Details / Work Done / Welfare Scheme : Construction and beautification of ghat and shed in village Tithi Khapiya canal.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Jhapa,,Project Details / Work Done / Welfare Scheme : Construction and beautification of ghat in Parsahi canal in village Benduara.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : Saraiya,,Project Details / Work Done / Welfare Scheme : Construction of stairs in Kevata river in village Saraiya.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Rampur,,Project Details / Work Done / Welfare Scheme : Deepening of Bajhara canal in village Bhagwanpur.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : Suryapura,,Project Details / Work Done / Welfare Scheme : To install paving blocks from PCC road to toilet via Vivah Bhawan in village Paratan.,,"2,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chandwara,,Panchayat : Bhondo,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Begadah drain of Bhondo village and Panchayat of Chandwara block and construction of ghat in Saloni canal in Bhondo village and Panchayat of Chandwara block.,,"18,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Chauparan NH 2 Sindharaw to Sunder Lal Jain High School under Block Chauparan.,,9468600,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Panchayat Debo REO Road to Koriyadih School via Jokahi.,,8960100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Belahi,,Project Details / Work Done / Welfare Scheme : Deepening of village Partapur Guhila canal.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Dadpur,,Project Details / Work Done / Welfare Scheme : Deepening of village Dadpur Toli pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : Padaria,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of Bandhiya Canal in Padaria.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Barsot,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Prithvi Sagar pond in village Barsot.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : Barsot,,"Project Details / Work Done / Welfare Scheme : Installation of Pebhar block in the premises of Kasturba Gandhi Girls High School, Sarsot, in village Barsot.",,"2,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chandwara,,Panchayat : West Chandwara,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Gauri river in Gram Panchayat Chandwara West.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barhi,,Mandal:Chandwara,,Panchayat : Bendi,,Project Details / Work Done / Welfare Scheme : Pond deepening in Alagadih in Gram Panchayat Bendi.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Road construction from REO Red Debo to Surahi. (0.850 km),,6485300,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : PWD Construction of road from Chauparan Chatra Road Chhatrapura turn to Chhatrapura. (0.850 km),,6640800,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of 1.200 km road from REO Road Selhara Kala - Selharakhurd to PWD Road Nawadih.,,9217700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from village Belatand to Nayakhap Sirma under Chauparan block.,,8040200,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of the main road of Dhobiatand of Panchayat Gauriakarma under Barhi block.,,10968000,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Surge irrigation scheme on Kevata river in village Padma.,,6204900,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Rural Pipe Line Water Supply Action Plan in Churchu West,,350673000,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Rural Pipe Line Water Supply Work Plan in Churchu East,,122515000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Rural Pipe Line Water Supply Work Plan in Hesalang Tangi and other villages,,185512000,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Water supply work in 25 community toilets.,,1727388,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
